,CAD,BRL,MXN,GBP,CHF,DKK,NOK,SEK,EUR,AUD,NZD,JPY,SGD,KRW,TWD,THB,MYR,INR
1990-09-24,1.1503,,,1.884,1.2975,5.948,6.05,5.748,,0.8315,0.6215,136.1,1.767,718,27.295,25.33,2.6995,18.06
1990-09-25,1.1495,,,1.8768,1.302,5.962,6.058,5.76,,0.8303,0.6204,137.38,1.767,717.1,27.31,25.32,2.7015,18.08
1990-09-26,1.1534,,,1.864,1.3112,6,6.08,5.78,,0.831,0.6183,137.27,1.767,716.7,27.299,25.34,2.7015,18.09
1990-09-27,1.1553,,,1.871,1.308,6.013,6.091,5.788,,0.8267,0.616,138.37,1.7635,716.3,27.301,25.36,2.7015,18.08
1990-09-28,1.1565,,,1.8735,1.2995,5.978,6.065,5.763,,0.8254,0.615,138.27,1.7655,715.8,,25.36,2.7015,18
1990-10-01,1.1529,,,1.889,1.2895,5.93,6.021,5.7265,,0.8311,0.619,136.9,1.761,715.7,27.2915,25.33,2.6985,18.06
1990-10-02,1.153,,,1.8885,1.292,5.948,6.038,5.738,,0.8298,0.618,136.95,1.7615,,27.29,25.32,2.6995,18.08
1990-10-03,1.1517,,,1.898,1.285,5.9035,6.0015,5.708,,0.832,0.6183,136.13,1.7565,,,25.31,2.6985,18.01
1990-10-04,1.1489,,,1.9118,1.277,5.858,5.972,5.6755,,0.833,0.6165,133.9,1.7505,,27.2815,25.28,2.6985,18.07
1990-10-05,1.1545,,,1.9465,1.291,5.8985,5.987,5.6775,,0.8351,0.6163,132.4,1.7485,715.7,27.2725,25.22,2.6995,18.07
1990-10-08,,,,,,,,,,,,,,,,,,
1990-10-09,1.151,,,1.97,1.2775,5.816,5.9025,5.627,,0.8337,0.6193,130.33,1.73,,27.282,25.09,2.6985,18.04
1990-10-10,1.15,,,1.9675,1.278,5.827,5.914,5.642,,0.8265,0.6168,129.97,1.732,716.7,,25.13,2.699,18.05
1990-10-11,1.1514,,,1.964,1.291,5.842,5.928,5.653,,0.814,0.6155,129.95,1.7325,717.1,27.2945,25.11,2.6985,18
1990-10-12,1.1472,,,1.9732,1.2785,5.784,5.8845,5.632,,0.8183,0.6167,128.65,1.728,717.3,27.3,25.11,2.6985,17.99
1990-10-15,1.1523,,,1.9535,1.2885,5.8115,5.9055,5.6425,,0.7888,0.6065,128.15,1.724,718,27.291,25.075,2.6985,18
1990-10-16,1.1555,,,1.957,1.279,5.7825,5.88,5.6215,,0.787,0.604,127.25,1.724,718.8,27.295,25.38,2.6985,18.05
1990-10-17,1.1647,,,1.965,1.2735,5.708,5.866,5.6165,,0.7775,0.598,125.27,1.7175,718.4,27.296,25.02,2.6975,18.07
1990-10-18,1.1748,,,1.9535,1.274,5.7685,5.87,5.6115,,0.769,0.6,125.05,1.706,717.6,27.3039,24.99,2.695,18.08
1990-10-19,1.167,,,1.9595,1.27,5.729,5.84,5.5755,,0.782,0.605,125.75,1.7135,718.3,27.299,24.95,2.6995,18.1
1990-10-22,1.1733,,,1.948,1.282,5.77,5.88,5.608,,0.782,0.607,126.05,1.708,718.8,27.28,25,2.6975,18.08
1990-10-23,1.171,,,1.9464,1.2817,5.7945,5.8995,5.6195,,0.778,0.6048,127.5,1.712,718.8,27.29,,2.702,18.1
1990-10-24,1.1688,,,1.9565,1.27,5.7575,5.865,5.597,,0.7804,0.6063,128.05,1.711,719.7,27.295,25.07,2.7035,18.12
1990-10-25,1.168,,,1.954,1.277,5.758,5.876,5.605,,0.7833,0.609,127.3,1.706,719.3,,25.03,2.701,18.1
1990-10-26,1.1655,,,1.956,1.281,5.787,5.895,5.62,,0.7812,0.6098,128,1.72,718.5,27.2851,25.08,2.7005,18.1
1990-10-29,1.1642,,,1.953,1.287,5.791,5.899,5.63,,0.7835,0.613,128.4,1.7065,717.6,27.2675,25.05,2.7025,18.15
1990-10-30,1.167,,,1.9475,1.2895,5.8,5.911,5.637,,0.7821,0.6141,129.1,1.7105,716.8,27.27,25.09,2.704,18.14
1990-10-31,1.1678,,,1.944,1.287,5.793,5.894,5.641,,0.7848,0.6145,129.95,1.706,716.6,,25.09,2.701,18.16
1990-11-01,1.1652,,,1.95,1.2762,5.755,5.865,5.62,,0.7837,0.6115,130.48,1.7125,716.4,27.265,25.14,2.702,18.1
1990-11-02,1.1655,,,1.9515,1.2707,5.76,5.8585,5.6,,0.7765,0.6071,128.6,1.709,716.7,27.2645,25.1,2.702,18.08
1990-11-05,1.1587,,,1.9695,1.2505,5.6925,5.81,5.5525,,0.782,0.6145,126.8,1.7005,717.4,27.2625,25.1,2.7015,18.1
1990-11-06,1.1611,,,1.973,1.25,5.68,5.788,5.544,,0.787,0.6145,127.3,1.705,718.2,27.2595,25.01,2.701,18.1
1990-11-07,1.1628,,,1.976,1.244,5.6675,5.773,5.5345,,0.7785,0.6135,128.15,1.7025,718.3,27.267,25.06,2.701,18.09
1990-11-08,1.169,,,1.967,1.2485,5.698,5.812,5.5635,,0.7781,0.612,129.9,1.7085,718.3,27.265,25.08,2.702,18.13
1990-11-09,1.17,,,1.9665,1.25,5.7,5.81,5.567,,0.7794,0.6105,129.73,1.712,718.1,27.265,25.13,2.7005,18.13
1990-11-12,,,,,,,,,,,,,,,,,,
1990-11-13,1.1658,,,1.9642,1.2537,5.6695,5.779,5.548,,0.7725,0.6125,129.6,1.7115,717.9,27.2645,25.04,2.6995,18.14
1990-11-14,1.1645,,,1.961,1.246,5.6485,5.756,5.543,,0.7707,0.61,129.62,1.7135,717.3,27.24,25.1,2.6985,18.1
1990-11-15,1.1621,,,1.9595,1.2522,5.676,5.785,5.55,,0.772,0.6095,129.27,1.7115,716.8,27.24,25.07,2.6955,18.08
1990-11-16,1.164,,,1.966,1.244,5.6515,5.763,5.538,,0.7695,0.6094,129.43,1.712,716.5,27.2475,25.09,2.6965,18.09
1990-11-19,1.1631,,,1.9707,1.2457,5.6625,5.768,5.5385,,0.7635,0.6095,129,1.7095,717,27.2475,25.06,2.693,18.07
1990-11-20,1.16,,,1.9698,1.2473,5.668,5.779,5.5465,,0.7653,0.6118,128.95,1.7095,717,27.23,25.06,2.69,18.07
1990-11-21,1.1592,,,1.9685,1.2513,5.6892,5.797,5.555,,0.7635,0.6125,127.65,1.714,717.2,27.214,25.05,2.681,18.02
1990-11-22,,,,,,,,,,,,,,,,,,
1990-11-23,1.1593,,,1.967,1.2585,5.6985,5.7975,5.5625,,0.7658,0.6137,127.35,1.709,717.4,27.182,25.02,2.682,18.05
1990-11-26,1.16,,,1.9658,1.2675,5.7245,5.8205,5.5785,,0.7663,0.6119,128.75,1.7095,716.8,27.2275,25.05,2.6835,18.08
1990-11-27,1.1635,,,1.976,1.26,5.673,5.774,5.545,,0.7684,0.6113,128.33,1.7085,716.1,27.23,25.06,2.684,18.1
1990-11-28,1.1652,,,1.972,1.2683,5.698,5.789,5.5635,,0.7691,0.61,129.85,1.7065,715.7,27.22,25.04,2.6865,18.13
1990-11-29,1.1648,,,1.9515,1.277,5.7325,5.8215,5.597,,0.7722,0.6092,132.45,1.7125,715.6,27.229,25.1,2.6935,18.12
1990-11-30,1.1658,,,1.9392,1.2765,5.7465,5.846,5.6185,,0.774,0.609,133.1,1.722,715.9,27.277,25.2,2.7045,18.17
1990-12-03,1.1655,,,1.9195,1.292,5.8065,5.908,5.662,,0.7768,0.61,134.4,1.722,715.8,27.2495,25.17,2.7005,18.16
1990-12-04,1.1638,,,1.926,1.2842,5.7765,5.8795,5.6385,,0.7773,0.6093,134.05,1.723,715.2,27.2745,25.22,2.7005,18.11
1990-12-05,1.163,,,1.922,1.2835,5.7825,5.8915,5.6475,,0.7692,0.609,134.53,1.7195,716,27.2575,25.19,2.699,18.09
1990-12-06,1.1623,,,1.938,1.2725,5.733,5.835,5.6035,,0.77,0.6008,132.35,1.7185,716.8,27.223,25.21,2.7015,18.12
1990-12-07,1.159,,,1.95,1.263,5.687,5.7945,5.5675,,0.7735,0.6025,131.05,1.718,717.1,27.19,25.21,2.697,18.1
1990-12-10,1.157,,,1.9425,1.262,5.663,5.771,5.5575,,0.7667,0.6043,131.9,1.7115,717.7,27.15,25.09,2.6965,18.09
1990-12-11,1.1589,,,1.939,1.2675,5.7005,5.8065,5.582,,0.7677,0.6005,132.1,1.7145,718.3,27.15,25.12,2.697,18.08
1990-12-12,1.1602,,,1.944,1.2645,5.6955,5.8,5.577,,0.766,0.6011,131.82,1.714,718.3,27.155,25.14,2.6955,18.06
1990-12-13,1.16,,,1.9435,1.2655,5.703,5.81,5.578,,0.7581,0.596,132.13,1.711,718.5,27.12,25.12,2.6935,18.09
1990-12-14,1.1599,,,1.9391,1.2742,5.72,5.823,5.588,,0.7675,0.5985,132.95,1.715,719.1,27.112,25.14,2.6945,18.11
1990-12-17,1.1575,,,1.9285,1.275,5.7395,5.8295,5.6075,,0.766,0.5913,133.25,1.716,719.8,,25.18,2.7,18.14
1990-12-18,1.1566,,,1.935,1.2703,5.741,5.824,5.603,,0.7701,0.5872,133.23,1.7225,720.2,27.114,25.18,2.702,18.15
1990-12-19,1.1593,,,1.931,1.27,5.721,5.807,5.5885,,0.771,0.5997,134.15,1.728,720.2,27.112,25.16,2.702,18.16
1990-12-20,1.159,,,1.906,1.2898,5.798,5.8835,5.6495,,0.7734,0.59,134.85,1.736,720.3,27.1025,25.19,2.702,18.18
1990-12-21,1.16,,,1.885,1.309,5.9,5.9915,5.724,,0.773,0.586,135.6,1.7435,719.7,,25.27,2.7065,18.2
1990-12-24,1.1604,,,1.867,1.316,5.936,6.032,5.777,,0.774,0.5855,136.05,1.7435,719.2,,25.28,2.7065,18.2
1990-12-25,,,,,,,,,,,,,,,,,,
1990-12-26,1.16,,,1.885,1.307,5.894,6.002,5.7265,,0.774,0.586,136.05,1.755,719.9,27.1395,25.28,2.7193,
1990-12-27,1.1612,,,1.887,1.306,5.91,6.003,5.733,,0.7675,0.585,136.45,1.7545,720.4,27.1125,25.38,2.729,
1990-12-28,1.1612,,,1.921,1.2795,5.784,5.8725,5.632,,0.77,0.5855,135.12,1.7435,719.8,27.129,25.31,2.7155,18.12
1990-12-31,1.1605,,,1.9285,1.277,5.779,5.8695,5.6335,,0.772,0.5865,135.75,1.74,719.2,,25.31,2.7025,18.13
1991-01-01,,,,,,,,,,,,,,,,,,
1991-01-02,1.1574,,,1.9425,1.2622,5.739,5.848,5.6025,,0.7735,0.5918,134.6,1.7435,,,25.23,2.7085,18.1
1991-01-03,1.153,,,1.9465,1.2665,5.75,5.845,5.604,,0.7784,0.5935,133.05,1.744,719.5,27.1,25.21,2.7065,18.12
1991-01-04,1.1513,,,1.932,1.2755,5.795,5.8905,5.6395,,0.7793,0.5911,135.1,1.7515,718.8,27.12,25.2,2.708,18.13
1991-01-07,1.1533,,,1.905,1.2921,5.908,5.9935,5.72,,0.7775,0.592,136.7,1.758,719.5,27.12,25.27,2.721,18.17
1991-01-08,1.1515,,,1.906,1.288,5.9015,5.985,5.7115,,0.7785,0.5923,136.45,1.76,719.9,27.14,25.32,2.7255,18.22
1991-01-09,1.1559,,,1.9258,1.2732,5.8285,5.9165,5.6525,,0.7728,0.5906,134.05,1.7595,720.2,27.1645,25.32,2.724,18.2
1991-01-10,1.1526,,,1.905,1.2885,5.898,5.9885,5.7085,,0.7733,0.5905,134.6,1.7575,720.3,27.18,25.31,2.723,18.24
1991-01-11,1.153,,,1.907,1.28,5.902,5.99,5.7,,0.7728,0.5937,134.25,1.759,718.1,27.1765,,2.7248,18.29
1991-01-14,1.1485,,,1.9045,1.2831,5.937,6.03,5.7325,,0.7765,0.593,135.05,1.7645,720.6,27.255,25.32,2.724,18.34
1991-01-15,1.1485,,,1.904,1.2873,5.953,6.0285,5.7395,,0.781,0.594,135.9,1.764,721.1,27.381,25.31,2.7245,18.39
1991-01-16,1.1486,,,1.9047,1.289,5.95,6.024,5.738,,0.7889,0.5972,136.85,1.768,721.3,27.3585,25.33,2.731,18.38
1991-01-17,1.1554,,,1.9228,1.2725,5.8245,5.9075,5.6515,,0.7817,0.5943,132.88,1.7455,721.3,27.26,25.3,2.726,18.37
1991-01-18,1.1588,,,1.9416,1.262,5.7825,5.863,5.6175,,0.7778,0.5947,132.8,1.7455,721.4,,25.27,2.7215,18.37
1991-01-21,,,,,,,,,,,,,,,,,,
1991-01-22,1.1615,,,1.9477,1.2582,5.755,5.845,5.586,,0.782,0.596,131.7,1.732,721.8,,25.18,2.7135,18.41
1991-01-23,1.1588,,,1.955,1.2532,5.7565,5.83,5.568,,0.7841,0.596,132.41,1.7345,722.2,,25.2,2.7128,18.42
1991-01-24,1.1589,,,1.96,1.258,5.725,5.819,5.561,,0.7787,0.5968,132.23,1.7265,722.3,,25.17,2.702,18.42
1991-01-25,1.1645,,,1.9575,1.26,5.742,5.8335,5.577,,0.776,0.5966,132.27,1.7265,721.6,,25.19,2.702,18.4
1991-01-28,1.1621,,,1.9642,1.2635,5.733,5.819,5.562,,0.7812,0.5975,132.2,1.7265,721.2,,25.2,2.699,18.45
1991-01-29,1.1597,,,1.9695,1.2605,5.721,5.814,5.556,,0.7836,0.6002,131.53,1.726,721.6,,25.17,2.6965,18.49
1991-01-30,1.1605,,,1.961,1.2675,5.746,5.83,5.5645,,0.785,0.5995,131.6,1.729,722,27.106,25.19,2.6995,18.6
1991-01-31,1.1629,,,1.965,1.258,5.6945,5.785,5.533,,0.7826,0.5987,131.45,1.733,721.8,,25.18,2.6995,18.61
1991-02-01,1.1608,,,1.9763,1.2525,5.6495,5.746,5.504,,0.782,0.5997,131.45,1.732,721.5,,25.16,2.697,18.6
1991-02-04,1.1582,,,1.9772,1.2512,5.646,5.7315,5.486,,0.7817,0.6002,131.08,1.719,722.2,,25.16,2.6935,18.59
1991-02-05,1.1595,,,1.983,1.249,5.635,5.728,5.4855,,0.7765,0.5995,129.73,1.714,723,,25.12,2.6935,18.6
1991-02-06,1.158,,,1.999,1.2347,5.586,5.687,5.4565,,0.7787,0.6003,128.35,1.7115,722.9,,25.09,2.6825,18.58
1991-02-07,1.1597,,,1.9965,1.2375,5.584,5.676,5.45,,0.7816,0.603,127.95,1.712,721.4,27.1,25.05,2.6915,18.69
1991-02-08,1.1585,,,1.987,1.2445,5.6075,5.699,5.469,,0.7796,0.6007,127.9,1.713,723.9,,25.06,2.6915,18.76
1991-02-11,1.1568,,,1.997,1.2355,5.5675,5.6635,5.442,,0.7793,0.601,127.72,1.7095,724.8,,25.04,2.688,18.71
1991-02-12,1.1534,,,1.9915,1.245,5.595,5.689,5.4665,,0.7809,0.6032,128.3,1.713,721.4,27.1175,25.03,2.692,18.72
1991-02-13,1.1533,,,1.9918,1.2495,5.61,5.71,5.7555,,0.7875,0.6071,129.08,1.706,721.4,,25.07,2.6875,18.75
1991-02-14,1.154,,,1.98,1.257,5.6425,5.736,5.497,,0.7869,0.6062,129.8,1.7085,,,,2.6855,18.83
1991-02-15,1.1545,,,1.9705,1.268,5.6715,5.766,5.5225,,0.7886,0.6058,130.45,1.7115,,,,2.6865,18.9
1991-02-18,,,,,,,,,,,,,,,,,,
1991-02-19,1.154,,,1.9515,1.2815,5.739,5.837,5.5745,,0.788,0.6045,131.55,1.722,724.1,,25.14,2.697,19.1
1991-02-20,1.1534,,,1.947,1.2798,5.76,5.854,5.5785,,0.7873,0.5993,131.8,1.721,725,,25.18,2.6975,19.1
1991-02-21,1.1515,,,1.9571,1.2743,5.733,5.832,5.5625,,0.788,0.5992,131.4,1.722,724.4,,25.19,2.6995,19.08
1991-02-22,1.152,,,1.9437,1.2895,5.7825,5.879,5.5995,,0.7838,0.5972,132.2,1.718,724.8,,25.17,2.7005,19.05
1991-02-25,1.1521,,,1.923,1.304,5.852,5.953,5.6525,,0.7833,0.5974,133.35,1.7275,725.7,,25.22,2.7075,19.08
1991-02-26,1.1516,,,1.9205,1.305,5.841,5.9415,5.6515,,0.784,0.6002,132.85,1.7265,726.6,,25.24,2.712,19.06
1991-02-27,1.1518,,,1.9155,1.316,5.8455,5.949,5.6565,,0.7836,0.5988,132.27,1.7285,727.2,,25.25,2.718,19.08
1991-02-28,1.1499,,,1.91,1.3265,5.864,5.969,5.67,,0.7853,0.5995,132.95,1.726,727.2,,25.23,2.72,19.06
1991-03-01,1.1531,,,1.898,1.332,5.908,6.001,5.7015,,0.7848,0.601,134.55,1.7305,,,25.27,2.723,19.08
1991-03-04,1.1557,,,1.8965,1.34,5.898,6.006,5.704,,0.7763,0.5977,135.55,1.735,727,,25.33,2.7255,19.06
1991-03-05,1.1549,,,1.9017,1.3355,5.895,5.995,5.6955,,0.7727,0.5977,135.39,1.7335,727.9,,25.34,2.7285,19.04
1991-03-06,1.1599,,,1.889,1.3455,5.92,6.0215,5.712,,0.7687,0.593,136.25,1.746,727.7,,25.38,2.7345,19.03
1991-03-07,1.1602,,,1.8865,1.35,5.948,6.0485,5.737,,0.7682,0.5927,135.8,1.742,727.5,,25.35,2.7305,19.04
1991-03-08,1.1619,,,1.8718,1.3645,6.003,6.0975,5.774,,0.7678,0.5967,136.25,1.745,727.6,,25.36,2.73,19.09
1991-03-11,1.1557,,,1.8505,1.3705,6.0715,6.1745,5.8265,,0.7669,0.598,138.1,1.7477,727.6,,25.45,2.7335,19.11
1991-03-12,1.1551,,,1.858,1.3625,6.0465,6.1525,5.806,,0.7673,0.5979,136.3,1.7435,725.4,,25.46,2.7305,19.1
1991-03-13,1.1542,,,1.856,1.3695,6.0675,6.1635,5.8155,,0.7651,0.596,136.4,1.7465,725.1,,25.42,2.7315,19.12
1991-03-14,1.1538,,,1.8555,1.3685,6.062,6.1715,5.821,,0.7688,0.5968,135.95,1.748,728.1,,25.4,2.7315,19.14
1991-03-15,1.1553,,,1.8305,1.3873,6.1415,6.2465,5.8765,,0.7713,0.5965,137.2,1.752,727.9,27.2215,25.43,2.736,19.16
1991-03-18,1.1533,,,1.791,1.412,6.263,6.377,5.971,,0.7679,0.593,138.15,1.76,728.3,,25.48,2.7395,19.23
1991-03-19,1.1558,,,1.765,1.4285,6.35,6.4535,6.033,,0.7696,0.594,138.15,1.768,728.7,27.275,25.53,2.7435,19.3
1991-03-20,1.1584,,,1.7765,1.423,6.322,6.4025,6.002,,0.7683,0.5953,138.6,1.771,728.9,27.29,25.55,2.745,19.35
1991-03-21,1.156,,,1.792,1.4105,6.285,6.392,5.975,,0.7712,0.5957,137.6,1.77,728.6,27.275,25.52,2.745,19.3
1991-03-22,1.1576,,,1.7895,1.4093,6.3115,6.417,5.995,,0.773,0.5945,137.2,1.769,728.1,27.27,25.49,2.7449,19.21
1991-03-25,1.1605,,,1.764,1.429,6.406,6.503,6.069,,0.771,0.5891,138.43,1.771,728.4,,25.52,2.754,19.38
1991-03-26,1.1598,,,1.7533,1.4353,6.488,6.5825,6.113,,0.7713,0.5865,138.35,1.784,,,25.58,2.762,19.59
1991-03-27,1.1608,,,1.7395,1.4545,6.535,6.635,6.15,,0.7742,0.5865,139.1,1.791,728.6,27.3675,,2.766,19.59
1991-03-28,1.1588,,,1.7365,1.4555,6.545,6.645,6.1625,,0.775,0.5865,141.2,1.794,728.2,27.48,25.63,2.775,19.57
1991-03-29,1.1595,,,1.7485,1.445,6.495,6.6025,6.13,,0.773,0.5865,140.6,1.79,727.3,,,2.767,19.61
1991-04-01,1.1585,,,1.7585,1.4382,6.4515,6.554,6.096,,0.775,0.5873,140.2,1.789,727.5,27.4575,25.63,2.7715,19.61
1991-04-02,1.156,,,1.7705,1.4243,6.443,6.53,6.0715,,0.775,0.59,138.3,1.7855,727.9,27.425,25.57,2.7625,19.66
1991-04-03,1.1557,,,1.777,1.4161,6.4055,6.5005,6.051,,0.7786,0.5928,137.4,1.763,728.2,27.42,25.56,2.7475,19.62
1991-04-04,1.1557,,,1.788,1.4015,6.385,6.4815,6.0235,,0.7842,0.5925,135.97,1.771,728.2,,25.56,2.749,19.68
1991-04-05,1.1538,,,1.7705,1.419,6.443,6.544,6.06,,0.786,0.5943,136.9,1.762,,,25.52,2.7445,19.7
1991-04-08,1.154,,,1.7675,1.4322,6.4745,6.5665,6.0825,,0.7846,0.5917,137.25,1.77,728.6,27.355,,2.7515,19.82
1991-04-09,1.1527,,,1.791,1.4125,6.404,6.505,6.036,,0.7857,0.5905,135.1,1.768,729,27.21,25.555,2.745,19.73
1991-04-10,1.1522,,,1.7793,1.424,6.436,6.53,6.05,,0.7871,0.591,136.35,1.7575,729,27.1775,25.48,2.7385,19.75
1991-04-11,1.1498,,,1.79,1.412,6.402,6.4995,6.032,,0.7818,0.5898,135.95,1.759,728.7,27.28,25.53,2.7415,19.8
1991-04-12,1.1508,,,1.7775,1.4265,6.46,6.534,6.068,,0.7844,0.5895,136.3,1.759,728.7,27.2765,,2.7395,19.8
1991-04-15,1.1498,,,1.7875,1.4235,6.409,6.506,6.0325,,0.7803,0.5896,134.48,1.754,729,27.25,25.5,2.7355,19.77
1991-04-16,1.1488,,,1.7885,1.418,6.379,6.4825,6.017,,0.7799,0.5921,134.85,1.75,729.3,27.271,25.46,2.731,19.73
1991-04-17,1.1509,,,1.783,1.426,6.399,6.502,6.027,,0.779,0.5908,136.35,1.748,728.9,27.27,25.48,2.732,19.72
1991-04-18,1.1525,,,1.771,1.443,6.456,6.56,6.071,,0.7776,0.5909,136.8,1.758,728,27.3125,25.515,2.7355,19.9
1991-04-19,1.155,,,1.719,1.4715,6.636,6.741,6.19,,0.7728,0.5885,138.58,1.7775,727.6,27.376,25.605,2.748,20.07
1991-04-22,1.1595,,,1.69,1.481,6.7355,6.8545,6.2765,,0.7703,0.5841,139.45,1.783,728.4,27.41,25.66,2.762,20.25
1991-04-23,1.1563,,,1.712,1.4595,6.655,6.77,6.212,,0.775,0.5885,137.94,1.7795,729.1,27.3675,,2.762,20.23
1991-04-24,1.155,,,1.694,1.4698,6.701,6.8105,6.241,,0.7741,0.5843,138.05,1.775,728.7,27.34,25.66,2.756,20.2
1991-04-25,1.153,,,1.6935,1.4658,6.6685,6.7805,6.2165,,0.7768,0.5843,138.05,1.7785,727.7,27.36,25.665,2.761,20.25
1991-04-26,1.1519,,,1.686,1.4795,6.704,6.8175,6.245,,0.7795,0.585,138.13,1.7735,727.5,27.36,25.66,2.758,20.23
1991-04-29,1.1534,,,1.6765,1.484,6.745,6.866,6.272,,0.7792,0.5847,137.7,1.7845,727.5,27.3805,25.71,2.7645,20.24
1991-04-30,1.152,,,1.7225,1.449,6.566,6.7,6.148,,0.7814,0.5877,136.38,1.769,728,27.36,25.67,2.76,20.18
1991-05-01,1.152,,,1.7265,1.445,6.5275,6.6565,6.128,,0.7788,0.588,137.6,1.758,727.3,27.285,,2.744,20.2
1991-05-02,1.1497,,,1.717,1.459,6.59,6.713,6.158,,0.778,0.5853,138.1,1.766,727.3,27.31,25.63,2.7515,20.21
1991-05-03,1.1515,,,1.695,1.476,6.71,6.822,6.229,,0.7764,0.5848,138.55,1.7755,726.4,27.3,25.64,2.756,20.21
1991-05-06,1.1515,,,1.705,1.4702,6.64,6.7665,6.1995,,0.7795,0.5875,138.47,1.773,725.8,27.3,,2.758,20.35
1991-05-07,1.1508,,,1.7215,1.459,6.5635,6.6915,6.15,,0.7807,0.5876,137.95,1.766,726.3,27.31,25.68,2.756,20.38
1991-05-08,1.152,,,1.7175,1.465,6.623,6.74,6.183,,0.7838,0.5887,138.35,1.7715,727,27.36,25.65,2.7595,20.35
1991-05-09,1.153,,,1.704,1.473,6.661,6.775,6.2,,0.783,0.5899,139.3,1.772,727.2,27.33,25.66,2.758,20.46
1991-05-10,1.1514,,,1.719,1.459,6.6,6.712,6.17,,0.7838,0.5892,138.75,1.771,728.9,27.32,25.67,2.76,20.46
1991-05-13,1.1503,,,1.7315,1.444,6.5545,6.663,6.1375,,0.7791,0.5875,139.42,1.771,729.8,27.3225,25.68,2.76,20.48
1991-05-14,1.1511,,,1.7383,1.4322,6.501,6.6145,6.1055,,0.7788,0.5881,138.15,1.771,730.4,27.301,25.67,2.76,20.48
1991-05-15,1.1501,,,1.7478,1.4315,6.4735,6.5895,6.086,,0.7835,0.5896,137.99,1.765,730.7,27.306,25.62,2.7545,20.44
1991-05-16,1.149,,,1.7455,1.441,6.485,6.611,6.1,,0.7834,0.5912,137.55,1.765,729.6,27.2875,25.6,2.752,20.48
1991-05-17,1.1507,,,1.7135,1.471,6.6295,6.749,6.2025,,0.7825,0.5902,138.5,1.771,728.5,27.266,25.62,2.7572,20.49
1991-05-20,1.1496,,,1.719,1.4587,6.6055,6.717,6.2055,,0.7824,0.5882,138.22,1.7735,728.3,27.28,25.69,2.7655,20.7
1991-05-21,1.1488,,,1.7365,1.4495,6.55,6.6705,6.14,,0.7765,0.5888,137.5,1.772,,27.255,25.65,2.762,20.65
1991-05-22,1.1492,,,1.727,1.46,6.59,6.704,6.178,,0.7715,0.5875,138.05,1.772,728.8,27.265,25.63,2.757,20.66
1991-05-23,1.1509,,,1.7345,1.4563,6.561,6.674,6.1455,,0.7565,0.5785,137.73,1.771,729.6,27.28,25.65,2.758,20.67
1991-05-24,1.1495,,,1.731,1.4546,6.55,6.66,6.128,,0.759,0.582,138.4,1.7685,728.9,27.25,25.64,2.759,20.7
1991-05-27,,,,,,,,,,,,,,,,,,
1991-05-28,1.1464,,,1.7453,1.4455,6.5085,6.6265,6.096,,0.7603,0.5825,137.8,1.769,728,27.2475,,2.759,20.69
1991-05-29,1.1472,,,1.734,1.463,6.55,6.6615,6.1275,,0.7605,0.5834,138.2,1.763,727.2,27.225,25.62,2.7565,20.69
1991-05-30,1.1468,,,1.7155,1.466,6.595,6.7025,6.165,,0.7565,0.5828,137.85,1.763,726,27.207,25.62,2.7565,20.77
1991-05-31,1.1453,,,1.698,1.4822,6.676,6.7765,6.2375,,0.7594,0.581,138.45,1.7655,725.8,27.1875,25.64,2.7595,20.89
1991-06-03,1.1451,,,1.6969,1.4895,6.71,6.8055,6.261,,0.7575,0.5811,139.08,1.7705,725.4,27.217,25.69,2.765,21
1991-06-04,1.1445,,,1.703,1.485,6.6855,6.783,6.247,,0.76,0.583,138.66,1.7715,726.6,27.195,25.71,2.7665,21
1991-06-05,1.1455,,,1.6937,1.4962,6.7205,6.822,6.2865,,0.7603,0.5824,139.13,1.772,728.9,27.171,25.71,2.7675,21.01
1991-06-06,1.1465,,,1.6875,1.5025,6.727,6.831,6.2985,,0.7507,0.5795,139.18,1.7755,,27.16,25.72,2.7695,21
1991-06-07,1.1475,,,1.671,1.519,6.797,6.897,6.3595,,0.7515,0.5797,140.31,1.7775,728.7,27.1625,25.73,2.77,21.06
1991-06-10,1.1474,,,1.6688,1.5118,6.8,6.8995,6.364,,0.752,0.5763,141.9,1.7835,728.9,27.1855,25.78,2.7795,21.01
1991-06-11,1.1452,,,1.6615,1.5145,6.817,6.916,6.365,,0.755,0.574,141.2,1.782,729.9,27.1845,25.79,2.7785,21.03
1991-06-12,1.1445,,,1.6445,1.5325,6.8985,6.9915,6.442,,0.7548,0.5718,141.9,1.788,729.4,27.1805,25.79,2.784,20.94
1991-06-13,1.1445,,,1.6377,1.5373,6.9245,7.0205,6.472,,0.754,0.5712,141.33,1.79,722.9,27.1905,25.83,2.796,21
1991-06-14,1.1431,,,1.639,1.5335,6.89,6.985,6.44,,0.7545,0.573,140.55,1.786,726.8,27.191,25.82,2.789,20.99
1991-06-17,1.143,,,1.6252,1.546,6.9345,7.0365,6.4995,,0.7598,0.576,140.97,1.7885,726.1,,25.82,2.791,21.16
1991-06-18,1.1425,,,1.6115,1.5621,6.993,7.0945,6.551,,0.763,0.575,140.9,1.793,728.4,27.155,25.8,2.793,21.16
1991-06-19,1.1424,,,1.6325,1.5387,6.908,7.008,6.472,,0.7631,0.5753,140.08,1.788,728.4,27.17,25.82,2.7905,21.14
